"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX248585","GSM1095428: R0; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP019251","NA-Seq reveals dynamic changes of gene expression in key stages of intestine regeneration in the sea cucumber Apostichopus japonicus.","SRS400698","","157.75","1","4871221","238689829","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX283771","De novo transcriptome assembly of A. japonicus haemocytes","Apostichopus japonicus","Illumina HiSeq 2000","Ningbo University","SRP022927","Apostichopus japonicusTranscriptome or Gene expression","SRS426964","","4056.41","1","68206082","5793413417","Immunology of Aquatic animals","RNA-Seq","TRANSCRIPTOMIC","other"
"SRX173285","Strongylocentrotus purpuratus; transcriptome; larva, four-arm stage; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353155","purple sea urchin","2934.67","1","34500904","5244137408","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173284","Strongylocentrotus purpuratus; transcriptome; larva, pentagonal disc stage; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353154","purple sea urchin","3581.66","1","40987847","6230152744","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173283","Strongylocentrotus purpuratus; transcriptome; adult tissue, testes; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353153","purple sea urchin","3232.38","1","39172735","5954255720","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173282","Strongylocentrotus purpuratus; transcriptome; embryo 30hpf; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353152","purple sea urchin","1134.52","1","15375850","2337129200","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173281","Strongylocentrotus purpuratus; transcriptome; larva, vestibular invagination stage; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353151","purple sea urchin","4110.2","1","46458575","7061703400","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173280","Strongylocentrotus purpuratus; transcriptome; adult tissue, radial nerve; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353150","purple sea urchin","2881.33","1","36339379","5523585608","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173279","Strongylocentrotus purpuratus; transcriptome; embryo 64hpf; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353149","purple sea urchin","2748.87","1","33287031","5059628712","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173278","Strongylocentrotus purpuratus; transcriptome; embryo 48hpf; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353148","purple sea urchin","1913.35","1","23572854","3583073808","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173277","Strongylocentrotus purpuratus; transcriptome; adult tissue, ovary; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353147","purple sea urchin","3453.39","1","41562845","6317552440","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173276","Strongylocentrotus purpuratus; transcriptome; post-metamorphosis; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353146","purple sea urchin","3050.53","1","38008875","5777349000","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173275","Strongylocentrotus purpuratus; transcriptome; embryo 40hpf; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353145","purple sea urchin","2326.92","1","28122179","4274571208","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173274","Strongylocentrotus purpuratus; transcriptome; adult tissue, gut; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353144","purple sea urchin","3487.27","1","40709340","6187819680","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173273","Strongylocentrotus purpuratus; transcriptome; embryo 56hpf; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353143","purple sea urchin","1907.83","1","23510658","3573620016","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173272","Strongylocentrotus purpuratus; transcriptome; larva, tube-foot protrusion stage; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353142","purple sea urchin","3459.51","1","40143113","6101753176","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173270","Strongylocentrotus purpuratus; transcriptome; adult tissue, coelomocyte; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353141","purple sea urchin","3258.92","1","39519362","6006943024","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173269","Strongylocentrotus purpuratus; transcriptome; embryo 0hpf; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353140","purple sea urchin","1899.51","1","23677721","3599013592","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173268","Strongylocentrotus purpuratus; transcriptome; adult tissue, axial gland; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353139","purple sea urchin","3339.2","1","39895645","6064138040","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173267","Strongylocentrotus purpuratus; transcriptome; embryo 72hpf; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353138","purple sea urchin","2207.41","1","28625343","4351052136","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173266","Strongylocentrotus purpuratus; transcriptome; embryo 10hpf; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353137","purple sea urchin","3782.61","1","44674422","6790512144","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173253","Strongylocentrotus purpuratus; transcriptome; embryo 18hpf; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353136","purple sea urchin","4240.74","1","46823005","7117096760","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173252","Strongylocentrotus purpuratus; transcriptome; embryo 24hpf; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353135","purple sea urchin","4044","2","40409164","6142192928","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX173220","Strongylocentrotus purpuratus; transcriptome; young juvenile; RNA-seq","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Caltech","SRP014690","Strongylocentrotus purpuratus developmental transcriptomes","SRS353110","","3097.82","1","38306817","5822636184","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX254727","Amphiura filiformis Transcriptome or Gene expression","Amphiura filiformis","Illumina HiSeq 2000","CCMB","SRP019919","Amphiura filiformis Transcriptome or Gene expression","SRS403747","","4248.25","1","30833169","6166633800","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX254726","Amphiura filiformis Transcriptome or Gene expression","Amphiura filiformis","Illumina HiSeq 2000","CCMB","SRP019919","Amphiura filiformis Transcriptome or Gene expression","SRS403748","","4168.86","1","30305988","6061197600","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX253205","Amphiura filiformis Transcriptome or Gene expression","Amphiura filiformis","Illumina HiSeq 2000","CCMB","SRP019919","Amphiura filiformis Transcriptome or Gene expression","SRS403760","","4158.36","1","30323477","6064695400","","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX188609","sea star testis transcriptome","Patiria miniata","Illumina HiSeq 1000","Simon Fraser University","SRP015802","Patiria miniata testis and ovary transcriptome sequencing","SRS364748","","6719.21","1","64578525","12915705000","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX188608","sea star ovary transcriptome","Patiria miniata","Illumina HiSeq 1000","Simon Fraser University","SRP015802","Patiria miniata testis and ovary transcriptome sequencing","SRS364747","","6716.88","1","64071090","12814218000","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX188607","sea star ovary transcriptome","Patiria miniata","Illumina HiSeq 1000","Simon Fraser University","SRP015802","Patiria miniata testis and ovary transcriptome sequencing","SRS364746","","6662.31","1","63606499","12721299800","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX188606","sea star ovary transcriptome","Patiria miniata","Illumina HiSeq 1000","Simon Fraser University","SRP015802","Patiria miniata testis and ovary transcriptome sequencing","SRS364745","","7603.98","1","70279166","14055833200","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX188605","sea star ovary transcriptome","Patiria miniata","Illumina HiSeq 1000","Simon Fraser University","SRP015802","Patiria miniata testis and ovary transcriptome sequencing","SRS364744","","8368.03","1","78793276","15758655200","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX188604","sea star ovary transcriptome","Patiria miniata","Illumina HiSeq 1000","Simon Fraser University","SRP015802","Patiria miniata testis and ovary transcriptome sequencing","SRS364743","","14752.74","1","124814998","24962999600","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX188579","sea star ovary transcriptome","Patiria miniata","Illumina HiSeq 1000","Simon Fraser University","SRP015802","Patiria miniata testis and ovary transcriptome sequencing","SRS364742","","28923.39","1","226595571","45319114200","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX147011","RNA-Sequencing (Genome Analyzer 2) of 6 day old larvae sea cucumber (P. parvimensis)","Parastichopus parvimensis","Illumina Genome Analyzer II","Carnegie Mellon University","SRP012968","Transcriptome analysis  of 2 developmental stages (2 day old gastrula and 6 day old larvae) of sea cucumber (P. Parvimesis)","SRS332253","","3435.21","1","42787723","6161432112","6 day larvae","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX146991","RNA-Sequencing (Genome Analyzer 2) of 2 day old gastrula sea cucumber (P. parvimensis)","Parastichopus parvimensis","Illumina Genome Analyzer II","Carnegie Mellon University","SRP012968","Transcriptome analysis  of 2 developmental stages (2 day old gastrula and 6 day old larvae) of sea cucumber (P. Parvimesis)","SRS332252","","3761.37","1","44320723","6382184112","2 day old","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX144307","Regenerating radial organ complex of Holothuria glaberrima, day 20 post-injury, Library #2, Illumina sequencing","Holothuria glaberrima","Illumina Genome Analyzer IIx","University of Puerto Rico","SRP012442","Holothuria glaberrimaTranscriptome or Gene expression","SRS310643","","2001.04","1","42759841","3206988075","Illumina ROC Day20#2","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX144306","Regenerating radial organ complex of Holothuria glaberrima, day 20 post-injury, Library #1, Illumina sequencing","Holothuria glaberrima","Illumina Genome Analyzer IIx","University of Puerto Rico","SRP012442","Holothuria glaberrimaTranscriptome or Gene expression","SRS310642","","1866.38","1","38333067","2874980025","Illumina ROC Day20#1","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX144304","Regenerating radial organ complex of Holothuria glaberrima, day 12 post-injury, Library #2, Illumina sequencing","Holothuria glaberrima","Illumina Genome Analyzer IIx","University of Puerto Rico","SRP012442","Holothuria glaberrimaTranscriptome or Gene expression","SRS310641","","1946.32","1","42718652","3203898900","Illumina ROC Day12 #2","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX144303","Regenerating radial organ complex of Holothuria glaberrima, day 12 post-injury, Library #1, Illumina sequencing","Holothuria glaberrima","Illumina Genome Analyzer IIx","University of Puerto Rico","SRP012442","Holothuria glaberrimaTranscriptome or Gene expression","SRS310640","","1937.91","1","42485405","3186405375","Illumina ROC Day12 #1","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX144302","Regenerating radial organ complex of Holothuria glaberrima, day 2 post-injury, Library #2, Illumina sequencing","Holothuria glaberrima","Illumina Genome Analyzer IIx","University of Puerto Rico","SRP012442","Holothuria glaberrimaTranscriptome or Gene expression","SRS310639","","1979.66","1","42713246","3203493450","Illumina ROC Day2 #2","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX144301","Regenerating radial organ complex of Holothuria glaberrima, day 2 post-injury, Library #1, Illumina sequencing","Holothuria glaberrima","Illumina Genome Analyzer IIx","University of Puerto Rico","SRP012442","Holothuria glaberrimaTranscriptome or Gene expression","SRS310638","","1803.09","1","40461887","3034641525","Illumina ROC Day2 #1","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX144285","Uninjured radial organ complex of Holothuria glaberrima, Library #2, Illumina sequencing","Holothuria glaberrima","Illumina Genome Analyzer IIx","University of Puerto Rico","SRP012442","Holothuria glaberrimaTranscriptome or Gene expression","SRS310637","","1845.25","1","41396915","3104768625","Illumina ROC Norm#2","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX144282","Uninjured radial organ complex of Holothuria glaberrima, Library #1, Illumina sequencing","Holothuria glaberrima","Illumina Genome Analyzer IIx","University of Puerto Rico","SRP012442","Holothuria glaberrimaTranscriptome or Gene expression","SRS310635","","1931.6","1","41062198","3079664850","Illumina ROC Norm#1","RNA-Seq","TRANSCRIPTOMIC","RT-PCR"
"SRX122622","Transcriptome Sequencing and analysis of immune-related genes of sea cucumber","Apostichopus japonicus","Illumina HiSeq 2000","liaoning ocean and fisheries science research inst","SRP011040","Apostichopus japonicusTranscriptome or Gene expression","SRS295491","","3183.45","1","26885718","4839429240","Sea cucumber-5","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX122621","Transcriptome Sequencing and analysis of immune-related genes of sea cucumber","Apostichopus japonicus","Illumina HiSeq 2000","liaoning ocean and fisheries science research inst","SRP011040","Apostichopus japonicusTranscriptome or Gene expression","SRS295490","","1629.81","1","13843377","2491807860","sea cucumber-4","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX122620","Transcriptome Sequencing and analysis of immune-related genes of sea cucumber","Apostichopus japonicus","Illumina HiSeq 2000","liaoning ocean and fisheries science research inst","SRP011040","Apostichopus japonicusTranscriptome or Gene expression","SRS295489","","1570.17","1","13363646","2405456280","sea cucumber-3","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX122619","Transcriptome Sequencing and analysis of immune-related genes of sea cucumber","Apostichopus japonicus","Illumina HiSeq 2000","liaoning ocean and fisheries science research inst","SRP011040","Apostichopus japonicusTranscriptome or Gene expression","SRS295488","","1573.9","1","13447727","2420590860","sea cucumber-2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX122152","Transcriptome Sequencing and analysis of immune-related genes of sea cucumber (Apostichopus japonicus)","Apostichopus japonicus","Illumina HiSeq 2000","liaoning ocean and fisheries science research inst","SRP011040","Apostichopus japonicusTranscriptome or Gene expression","SRS295131","","1578.36","1","13421415","2415854700","sea cucumber","RNA-Seq","TRANSCRIPTOMIC","cDNA"
